uniprot,cid,smiles,resp
Q8NH81,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGN6,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
A3KFT3,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q9H209,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
P0C7N1,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
P0C7N5,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGT5,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
P58181,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGU2,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGQ1,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
P0C7N8,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGQ6,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGE7,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGQ5,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGE9,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q9H208,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NH87,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGS5,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NG81,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
O43869,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGH5,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q6IF63,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGF1,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NH56,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGI0,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NH53,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGK5,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGH7,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGK3,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGK4,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NH60,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NH67,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGK6,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGJ2,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q6IFG1,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q96RD3,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGH9,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGD0,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q9H346,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGF0,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGK2,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q96RD2,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q9H2C5,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NH54,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGH8,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGI3,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NH76,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGS0,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGA1,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGR8,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGR2,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGR5,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NH93,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NH94,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGR3,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGS1,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGS2,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGS3,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
A6NMU1,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
O60431,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
O43749,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8WZA6,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
P47887,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
P30953,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
P58170,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
P47884,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
P34982,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q15619,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGR6,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q9Y585,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NH43,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
P47890,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGR9,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q9UKL2,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGJ9,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGT0,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGS7,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGS8,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGS5,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGS6,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGS9,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGR1,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q9UGF7,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
P58182,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGX0,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
B2RN74,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGC7,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGC9,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NG94,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGC1,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q9GZK7,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGY1,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGY0,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGF6,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGD1,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGX3,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGN2,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGX6,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGV5,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGS4,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGZ3,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NG92,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGJ8,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NH59,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q9H341,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGJ5,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q9H342,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q9H344,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q9H343,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGK0,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGK1,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NH61,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
A6NGY5,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q9H2C8,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q9H255,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGF3,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q9H340,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q9H339,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q9Y5P0,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q9Y5P1,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGB6,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGJ6,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGJ7,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGZ2,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q96R54,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGT2,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8TCB6,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGQ4,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NH06,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NH92,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NH72,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGB2,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NH37,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGF8,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q6IF82,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NH70,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGL6,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NH83,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
P47883,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
P47888,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
P47893,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
P47881,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NG97,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
A6NFC9,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q7Z3T1,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q9Y3N9,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q96R30,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGX1,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NG76,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NH02,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NH04,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NG77,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NH01,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q6IEV9,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q96R67,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGP0,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGM1,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NH42,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGD2,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGD4,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGC6,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
O95013,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGA8,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGB8,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGB9,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NH21,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGZ9,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q96R69,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGC2,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGI4,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGI6,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGE8,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGJ1,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGN0,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
P58180,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q15615,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
A6NHA9,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
A6NMZ5,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGL9,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q6IEY1,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q15612,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
A6NH00,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NHC8,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q9H210,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8N628,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
O95371,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q5JQS5,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
P58173,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
O76000,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q9GZK3,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
A6NND4,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NG84,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGZ0,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
A6NM03,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q9H205,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NHA4,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
A4D2G3,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q96R47,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGT7,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q96R45,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q96R48,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
O95047,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q6IF42,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGT9,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGQ3,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGH3,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q13607,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
O95006,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGZ5,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q6IEZ7,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NH00,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NH03,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q6IF00,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
O43869,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q9NQN1,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NG81,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
A3KFT3,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q96R27,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NG83,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q96R28,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
P0C7T2,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8N349,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NG80,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NG85,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NH16,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGT1,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
O76001,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
O76002,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q9GZK6,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
O95918,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q9GZK4,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q5TZ20,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGZ4,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGY9,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NGE3,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q6IF99,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGX5,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGI8,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NH90,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q9NZP5,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGI9,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGJ0,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGF9,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NH49,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NH73,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGB4,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NH05,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGL7,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8IXE1,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8N0Y3,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGD1,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGB6,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGD0,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NH43,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGC6,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NH41,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGD5,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NH42,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGD2,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGD4,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGF4,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGP9,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8N127,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGC0,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGL0,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGL2,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
A6NMS3,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
A6NET4,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NHB8,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NH49,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NH18,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q13606,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
A6NDH6,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
A6NHG9,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGV6,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGV7,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
O95221,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGL1,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGK9,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGL3,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGL4,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGR4,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
A6NL26,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGF7,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q96R08,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NH48,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q96R09,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
A6NKK0,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGP8,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
O95013,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
P47883,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
P47888,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
P47893,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
P47881,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NG97,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
A6NFC9,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q7Z3T1,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGJ0,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q96R30,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGX1,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NG76,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NH02,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NH04,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NG77,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NH01,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGZ9,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
A6NH00,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
P0C7T2,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NHC8,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q6IEZ7,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NH00,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NH03,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q6IF00,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NH83,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGL6,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NH70,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q6IF82,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGB8,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGF9,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NH21,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q96R69,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q6IEY1,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGC2,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGI4,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGI6,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGE8,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGJ1,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGN0,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGA8,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
P58180,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
A6NHA9,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
A6NMZ5,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGL9,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGM1,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGP0,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q96R67,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q6IEV9,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NH72,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGB2,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NH37,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGF8,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q15615,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGP4,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGP6,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGP3,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
P0C7N8,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGQ1,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NH87,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGU2,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGT5,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
P0C7N5,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
P0C7N1,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NH10,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NH50,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NH51,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGG5,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGG0,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGP2,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8N0Y5,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8N146,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8N162,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGL7,16724,CC1=CC[C@@H](CC1=O)C(=C)C,0
Q8NG78,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q6IF36,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q15617,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGM9,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q9GZM6,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8WZ84,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGQ6,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGE7,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGQ5,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGE9,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NHC4,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q5JRS4,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
P30954,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGA6,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGA5,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
O60404,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
O60403,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q9Y4A9,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGN4,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
Q8NGN5,439570,CC1=CC[C@H](CC1=O)C(=C)C,0
